Size,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
0,
0,
0,
0,
0,
1346,
1346,
1346,
0,
0,
1346,
1346,
586,
1346,
412,
1346,
412,
1346,
412,
1346,
1346,
412,
1346,
0,
1346,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
0,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
932,
1346,
1346,
0,
1346,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
172,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
0,
0,
0,
0,
0,
0,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
586,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
0,
932,
1346,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
172,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
0,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
0,
0,
0,
0,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
586,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
0,
0,
0,
0,
0,
932,
1346,
0,
1346,
1346,
1346,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
172,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
31,
40,
1346,
39,
0,
39,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
0,
0,
0,
0,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
586,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
0,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
0,
1346,
1346,
1346,
0,
1346,
1346,
1346,
0,
0,
0,
0,
0,
0,
0,
0,
932,
64,
0,
1346,
1346,
0,
1346,
1346,
40,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
172,
1346,
1346,
1346,
0,
1346,
0,
1346,
59,
0,
1346,
0,
78,
1346,
0,
1346,
49,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
0,
1346,
0,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
0,
0,
0,
0,
1346,
1346,
1346,
1346,
0,
1346,
1346,
0,
1346,
586,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
1346,
0,
0,
0,
1346,
679,
1346,
1346,
0,
1346,
1346,
1346,
1346,
0,
1346,
0,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
46,
0,
1346,
1346,
1346,
1346,
0,
40,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1346,
932,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
412,
1346,
412,
1346,
412,
1346,
412,
1346,
172,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
61,
0,
0,
1346,
0,
1346,
1346,
0,
278,
1346,
0,
60,
0,
0,
1346,
1346,
1346,
277,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
1346,
1346,
1346,
0,
174,
0,
101,
0,
98,
0,
97,
97,
0,
95,
0,
0,
0,
97,
0,
0,
0,
0,
0,
0,
96,
98,
96,
97,
0,
0,
0,
0,
98,
0,
1346,
1346,
1346,
1346,
0,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
1346,
0,
1346,
1346,
586,
1346,
412,
1346,
412,
1346,
412,
1346,
1346,
412,
1346,
94,
0,
89,
0,
102,
0,
87,
0,
88,
0,
224,
0,
86,
0,
88,
0,
87,
0,
86,
0,
1346,
0,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1059,
0,
310,
0,
1057,
0,
0,
0,
0,
0,
0,
932,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
78,
1346,
0,
77,
1346,
0,
86,
0,
1346,
0,
75,
1346,
0,
1346,
0,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
0,
0,
1346,
0,
586,
1346,
412,
1346,
412,
1346,
