Size,
1233,
0,
267,
6,
41,
139,
6,
41,
48,
175,
0,
47,
0,
519,
0,
0,
0,
47,
0,
822,
519,
1346,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
1346,
838,
0,
0,
1346,
1346,
0,
291,
0,
0,
567,
542,
0,
290,
0,
290,
0,
0,
0,
568,
547,
554,
0,
0,
290,
0,
290,
290,
0,
0,
0,
0,
547,
549,
195,
0,
56,
0,
0,
195,
0,
290,
0,
290,
0,
546,
290,
0,
588,
0,
0,
27,
0,
0,
0,
0,
492,
1271,
1272,
1275,
643,
420,
391,
1172,
1346,
1346,
0,
0,
1346,
0,
1346,
0,
1346,
1346,
1346,
0,
835,
0,
0,
0,
0,
0,
0,
0,
555,
0,
27,
0,
305,
0,
282,
0,
282,
0,
165,
0,
0,
0,
0,
0,
0,
0,
369,
0,
0,
0,
1262,
377,
0,
362,
0,
1346,
130,
0,
461,
0,
26,
1346,
118,
0,
6,
0,
1232,
0,
0,
0,
402,
0,
0,
1016,
56,
542,
110,
0,
197,
0,
195,
0,
58,
0,
0,
0,
1346,
81,
102,
0,
466,
1346,
1346,
0,
1346,
1346,
0,
1346,
1346,
0,
0,
1346,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
619,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
0,
1346,
1346,
0,
1346,
0,
1346,
299,
0,
0,
202,
984,
975,
978,
0,
231,
0,
309,
176,
0,
0,
983,
236,
0,
0,
0,
0,
1200,
0,
0,
0,
0,
0,
0,
0,
376,
0,
965,
230,
1346,
178,
0,
0,
0,
1250,
791,
0,
0,
966,
1346,
1346,
1144,
712,
0,
983,
250,
0,
0,
411,
0,
0,
0,
0,
0,
0,
0,
1346,
118,
0,
1346,
1346,
0,
1346,
414,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1323,
0,
983,
251,
2,
0,
6,
0,
0,
0,
0,
1346,
130,
0,
1346,
1346,
0,
1346,
1346,
0,
1346,
0,
471,
0,
1346,
118,
0,
58,
0,
983,
251,
1,
0,
0,
0,
1,
0,
1,
0,
1,
1346,
125,
0,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
0,
1,
0,
1,
0,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
1,
0,
2,
0,
6,
0,
0,
0,
55,
0,
826,
0,
677,
0,
0,
826,
0,
1188,
1188,
996,
37,
0,
37,
0,
0,
62,
0,
290,
0,
0,
677,
0,
37,
826,
0,
0,
677,
0,
842,
0,
677,
0,
0,
0,
0,
0,
842,
0,
677,
0,
1346,
1346,
1346,
0,
1346,
1346,
0,
0,
1346,
1346,
1346,
1346,
200,
0,
0,
0,
0,
0,
0,
0,
213,
0,
373,
0,
362,
0,
0,
842,
0,
889,
0,
201,
0,
0,
0,
0,
0,
0,
74,
645,
0,
0,
1346,
1346,
0,
1140,
0,
198,
426,
234,
0,
1346,
1346,
118,
0,
0,
0,
517,
0,
1346,
1346,
0,
1346,
1346,
0,
957,
0,
889,
0,
2,
0,
6,
0,
