TimeDiff,
0.0,
0.0011950000000000571,
0.002374999999999794,
0.0007660000000004885,
0.034746000000000166,
0.02440299999999951,
0.00013199999999979894,
0.0002080000000006521,
0.00013699999999960966,
0.005749999999999922,
0.0001820000000005706,
0.001994999999999969,
0.002678999999999654,
2.000000000279556e-06,
0.039502999999999844,
0.02830200000000005,
0.00011999999999989797,
0.007352000000000025,
0.004067000000000043,
0.00012499999999970868,
0.03185799999999972,
0.006803000000000559,
0.0027159999999994966,
0.00011100000000041632,
0.0007619999999999294,
6.4000000000064e-05,
0.0004919999999994928,
4.300000000068138e-05,
0.0006199999999996209,
3.799999999998249e-05,
0.0006310000000002702,
3.6999999999842714e-05,
0.0010490000000000776,
3.799999999998249e-05,
0.0005309999999996151,
4.000000000026205e-05,
0.0006500000000002615,
3.499999999956316e-05,
0.0006710000000005323,
3.399999999942338e-05,
0.0004970000000001917,
3.500000000045134e-05,
0.001278999999999364,
0.00016400000000071913,
0.0005849999999991695,
6.000000000039307e-05,
0.0005530000000000257,
5.499999999969418e-05,
0.02832699999999999,
7.300000000043383e-05,
0.003382000000000218,
0.00021699999999924557,
4.8000000000492093e-05,
0.002759000000000178,
0.000300000000000189,
0.037187999999999555,
0.04112999999999989,
0.006978000000000151,
0.00011899999999975819,
0.008566000000000074,
0.00018100000000043082,
0.002406999999999826,
0.03868600000000022,
0.00018599999999935335,
0.025769000000000375,
7.299999999954565e-05,
0.016073000000000448,
7.299999999954565e-05,
7.700000000010476e-05,
1.000000000139778e-06,
0.008269000000000304,
0.0003009999999994406,
7.00000000000145e-05,
0.000492000000000381,
0.02662100000000045,
0.058718999999999966,
8.09999999997757e-05,
0.0005239999999995248,
0.00012699999999998823,
4.000000000026205e-05,
0.00025000000000030553,
1.9999999993913775e-06,
5.600000000072214e-05,
5.799999999922534e-05,
2.000000000279556e-06,
4.7000000000352316e-05,
0.006979999999999542,
0.00010699999999985721,
9.499999999995623e-05,
0.0005740000000002965,
3.799999999998249e-05,
0.00020299999999995322,
3.6000000000591115e-05,
0.0040639999999996235,
8.500000000033481e-05,
0.0,
0.008419999999999206,
0.03602900000000009,
0.00014500000000072788,
0.005922999999999234,
0.03602000000000061,
0.017647999999999442,
0.00016499999999997073,
0.00013500000000021828,
6.100000000053285e-05,
0.015189999999999593,
0.001883000000000301,
0.011937999999999782,
0.00010900000000013677,
0.007670000000000066,
0.03613299999999953,
0.05018200000000039,
6.699999999959516e-05,
0.0017690000000003536,
0.036144000000000176,
0.04711999999999961,
7.700000000010476e-05,
0.0020809999999995554,
0.03607600000000044,
6.500000000020378e-05,
0.03633599999999948,
0.03295899999999996,
7.00000000000145e-05,
0.013857000000000674,
6.49999999993156e-05,
0.0005070000000007013,
6.099999999964467e-05,
0.00045400000000039853,
4.599999999932436e-05,
0.000524000000000413,
4.699999999946414e-05,
0.0006630000000003022,
4.1000000000401826e-05,
0.0004239999999997579,
3.900000000012227e-05,
0.0006810000000001537,
4.699999999946414e-05,
0.00043000000000059657,
5.2999999999414626e-05,
0.001110999999999862,
6.100000000053285e-05,
0.0005309999999996151,
4.7000000000352316e-05,
0.0005489999999994666,
4.8000000000492093e-05,
0.0018620000000000303,
6.799999999973494e-05,
0.0006170000000000897,
4.999999999988347e-05,
0.0007330000000003167,
6.500000000020378e-05,
0.0014289999999999026,
9.999999992515995e-07,
0.0,
6.000000000039307e-05,
0.0018609999999998905,
0.008379999999999832,
0.0003220000000005996,
5.8000000000113516e-05,
0.06734099999999899,
0.02801800000000121,
0.0001029999999992981,
7.599999999996498e-05,
4.099999999951365e-05,
0.005929000000000073,
9.999999999976694e-05,
0.3058550000000011,
0.01157899999999934,
0.00011399999999994748,
1.1999999999900979e-05,
6.30000000008124e-05,
0.002053999999999334,
1.0000000010279564e-06,
0.025152999999999537,
0.06676700000000046,
