Size,
1426,
1346,
1426,
1426,
1426,
20,
1346,
0,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1346,
1426,
1426,
20,
1426,
1426,
1426,
20,
1346,
0,
1426,
1426,
1426,
26,
20,
1346,
1426,
1346,
0,
1426,
1426,
26,
1346,
490,
0,
1426,
1426,
1426,
1426,
1426,
1426,
26,
1426,
1426,
1426,
26,
1426,
1426,
26,
426,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
1426,
1426,
26,
1426,
1426,
26,
1426,
20,
1426,
1426,
20,
1426,
0,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
20,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
517,
0,
1426,
103,
103,
103,
1426,
20,
1426,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
20,
349,
1426,
1426,
20,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
1426,
26,
1426,
268,
26,
1426,
1426,
1426,
1426,
1426,
26,
1426,
1426,
1426,
1426,
26,
1426,
20,
26,
1426,
1426,
1426,
1426,
1426,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1346,
0,
1346,
1346,
0,
1346,
1426,
20,
1346,
0,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1346,
1346,
0,
1426,
1426,
20,
1426,
1346,
1346,
0,
1346,
1426,
20,
1426,
20,
0,
1426,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
20,
1346,
0,
1426,
20,
1426,
1426,
20,
1426,
1346,
1346,
0,
1426,
1426,
20,
1426,
20,
1426,
1346,
1426,
20,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
20,
1426,
1346,
0,
1426,
20,
1426,
1426,
1426,
20,
1346,
1346,
0,
1346,
1346,
0,
1426,
1426,
20,
1346,
1346,
0,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
20,
1426,
1426,
20,
1426,
1346,
1346,
0,
1426,
1426,
20,
0,
1346,
1426,
1346,
0,
0,
0,
1426,
20,
1426,
1426,
20,
1346,
1426,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
1426,
1426,
1426,
1426,
1426,
20,
26,
1426,
1346,
0,
1346,
1346,
0,
1346,
1346,
0,
1426,
1426,
26,
1346,
1426,
20,
1426,
1426,
20,
1426,
1426,
26,
1346,
0,
1426,
1426,
26,
1426,
1426,
1426,
26,
1426,
1426,
1426,
1426,
20,
1426,
20,
1426,
1426,
1426,
20,
1426,
1346,
1426,
20,
1426,
318,
1346,
0,
0,
0,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
0,
0,
103,
1346,
1346,
0,
1426,
20,
1426,
1426,
20,
1426,
1346,
1346,
0,
1426,
20,
1426,
1426,
20,
0,
1346,
0,
1426,
1426,
20,
1426,
1346,
0,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
20,
1426,
1426,
1426,
20,
1346,
1426,
0,
1426,
20,
1426,
1346,
1426,
1426,
26,
1426,
1426,
1426,
1346,
20,
26,
0,
1426,
1426,
20,
1426,
1426,
1426,
26,
1426,
1346,
1346,
0,
1346,
0,
1346,
0,
26,
1426,
20,
1426,
1426,
1426,
1346,
0,
1426,
1346,
1426,
1426,
26,
1426,
1426,
1426,
26,
1426,
1426,
26,
26,
0,
1346,
1402,
20,
1346,
0,
1426,
20,
20,
1346,
1346,
0,
1402,
1426,
1426,
20,
1426,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
1426,
20,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1346,
20,
0,
1346,
1426,
1426,
20,
1346,
0,
1426,
1426,
20,
1346,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
20,
1426,
1426,
1346,
20,
0,
1346,
1346,
0,
1346,
1346,
0,
1346,
706,
1426,
1426,
20,
26,
1426,
1346,
0,
1426,
1426,
1426,
26,
1426,
1426,
26,
1346,
1426,
0,
1426,
1426,
1346,
0,
1426,
26,
1426,
20,
1426,
1346,
0,
1426,
1426,
1426,
20,
26,
1426,
1426,
20,
