Size,
0,
198,
0,
0,
0,
0,
0,
212,
0,
1346,
1346,
0,
1346,
481,
0,
0,
314,
0,
270,
0,
234,
0,
1346,
1346,
118,
965,
0,
1098,
0,
0,
0,
0,
0,
0,
0,
1346,
1346,
0,
1346,
1346,
653,
0,
0,
889,
0,
1188,
1188,
955,
37,
0,
37,
0,
57,
0,
290,
0,
37,
0,
0,
0,
0,
